Vegetable,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall (mm),pH,Temperature,Humidity
Cucumbers,154,132,157,212.900473,6.345544,24.459669,62.957394
Chinese cabbage,182,135,161,204.351619,6.168435,20.375206,68.977534
Celery,128,115,134,161.659945,7.02358,17.94982,72.527117
Brussels sprouts,184,152,200,212.275555,6.689556,19.787005,65.148672
Mustard greens,139,108,124,188.935625,6.278051,18.21756,61.488968
Radishes,117,96,119,169.349967,5.72954,22.571426,65.894074
Carrots,124,101,106,188.958003,7.157312,19.178379,71.153247
Brussels sprouts,190,153,196,225.982519,5.872683,17.520789,66.757746
Tomatoes,165,158,184,235.882698,6.133956,20.159558,66.638052
Bok choy,170,131,141,186.413042,5.551105,22.324034,69.145109
Cabbage,216,167,219,197.134637,6.565487,18.311324,74.674331
Carrots,126,108,108,173.600224,7.331777,17.949227,72.223475
Cauliflower,172,132,164,201.702619,6.214454,18.975531,68.162724
Bok choy,156,133,151,175.870738,6.736069,18.579714,67.96642
Cucumbers,151,126,154,214.81118,6.971018,24.685344,66.230723
Zucchini,172,142,161,220.657135,6.232558,21.62914,66.674188
Kale,141,118,143,203.32001,6.333898,15.450773,67.173961
Brussels sprouts,190,153,185,212.752226,6.735446,19.112105,66.193195
Broccoli,184,126,189,217.043851,6.196713,19.311944,67.292206
Eggplant,151,123,150,219.607686,6.131277,25.280011,65.576685
Beans,148,125,139,206.931846,6.074022,20.979454,62.581843
Bell peppers,146,104,152,194.460843,6.75012,23.550439,69.139038
Zucchini,170,144,155,225.142131,6.40094,20.566327,61.240035
Carrots,138,92,110,172.745712,6.154454,18.484226,72.313149
Carrots,124,99,114,189.88776,7.439987,18.60559,73.51921
Carrots,124,90,116,177.050566,6.661156,15.932001,71.745383
Beans,152,118,148,204.52043,6.567908,18.776414,65.331182
Beans,154,110,146,206.966127,6.425368,18.314518,66.248327
Chinese cabbage,173,135,163,198.259843,6.157869,19.815585,62.306115
Tomatoes,174,146,197,223.364505,6.872729,21.849474,63.26471
Cucumbers,166,133,146,211.955376,6.700616,25.686758,64.294427
Brussels sprouts,193,160,200,210.477684,5.725039,16.767818,64.58653
Beans,159,129,146,213.47146,7.024565,23.197417,68.116023
Bok choy,163,136,141,177.192035,6.359133,19.597703,62.086922
Celery,126,108,133,173.703874,6.739442,15.633088,72.746765
Chinese cabbage,170,141,172,208.850781,6.602732,23.170985,60.05665
Lettuce,173,103,177,209.718972,6.497703,20.129431,65.871475
Spinach,156,126,166,196.809863,6.760847,19.644633,65.75692
Eggplant,140,122,135,202.385868,6.876265,20.497646,60.498881
Lettuce,175,106,152,218.261948,6.554859,23.170015,66.156178
Spinach,153,131,168,194.075201,5.838391,15.021461,65.606978
Cabbage,216,167,210,196.54337,6.328025,15.247933,75.993351
Broccoli,192,132,200,202.249493,6.748935,23.08992,69.703471
Chinese cabbage,183,149,177,192.762802,6.706046,22.113515,67.499984
Zucchini,177,130,170,225.447035,6.66549,22.092297,61.879782
Tomatoes,174,149,194,229.325584,6.731174,20.411844,66.939439
Celery,130,109,136,167.512173,7.491944,19.536093,70.067075
Eggplant,156,123,138,203.354265,7.084915,25.71299,67.260256
Bell peppers,133,104,162,197.181203,6.566862,22.048917,61.702982
Bell peppers,135,120,159,189.815551,6.729957,25.367635,65.576594
Chinese cabbage,184,141,166,196.382327,6.637357,23.083095,68.81611
Spinach,152,122,164,196.35259,5.981552,15.60813,60.621373
Cabbage,206,170,215,195.169952,7.076044,19.092805,75.304832
Kale,152,108,140,205.889741,6.882097,19.061352,63.246162
Radishes,114,95,108,164.321031,6.237641,22.611356,66.918452
Radishes,125,100,119,159.304036,5.821041,18.213678,66.004903
Spinach,146,126,161,203.61457,6.659812,15.286507,67.359503
Beans,153,111,131,218.434698,7.274463,22.902436,68.747778
Cabbage,204,166,210,194.409093,6.829011,16.050074,72.866154
Zucchini,175,138,157,220.319614,5.684333,22.396825,67.443017
Mustard greens,137,90,137,180.327118,5.680966,18.648133,68.498427
Peas,144,106,140,193.97997,5.670474,16.096293,69.697813
Broccoli,192,133,185,200.013866,5.510186,21.732946,62.303259
Radishes,116,86,113,154.569883,6.881012,22.417065,62.731804
Spinach,155,130,160,196.372986,6.645696,18.636611,62.626725
Eggplant,157,126,147,219.741133,6.283327,24.577282,60.998254
Chinese cabbage,189,132,175,193.490498,6.401235,23.076293,67.908061
Beans,144,123,148,203.122725,6.038348,23.88334,67.998297
Tomatoes,164,160,197,226.586882,5.839415,22.530307,69.682912
Tomatoes,171,146,197,223.020675,5.835798,23.954735,63.414023
Spinach,149,124,175,190.685211,5.654285,19.003717,65.261534
Radishes,124,89,110,167.911246,6.373054,19.658051,60.179705
Cauliflower,175,131,173,209.596481,6.380763,23.172326,61.132042
Cucumbers,158,135,148,216.437661,6.980801,24.063215,65.127782
Beans,141,124,135,210.744871,7.242798,18.815055,63.428222
Cauliflower,176,133,179,200.897746,6.393803,21.837846,67.582675
Radishes,127,82,116,158.270593,6.371037,20.279238,67.2599
Radishes,125,87,110,160.705756,6.491963,21.477918,65.300056
Broccoli,197,133,198,201.371893,6.921117,21.958985,68.822864
Cauliflower,190,138,163,199.332412,5.658119,22.125021,64.751551
Bok choy,157,126,146,187.234772,5.731912,19.417785,65.076427
Peas,137,111,123,199.145914,5.599953,19.797484,64.313599
Cucumbers,161,137,153,204.480733,6.676661,20.709441,66.302996
Bell peppers,136,116,155,195.384535,6.349934,20.036082,64.876977
Cauliflower,187,141,173,201.265199,6.851159,22.41919,64.558026
Celery,137,110,140,168.303903,6.015195,16.154923,77.134789
Beans,153,119,141,219.698469,6.605126,18.168162,62.131422
Zucchini,164,131,158,224.538043,5.862116,23.044037,63.301749
Brussels sprouts,189,156,181,216.882904,5.857351,15.432805,65.321301
Peas,138,108,140,198.38594,6.770002,16.921568,60.625045
Bok choy,170,130,142,180.799452,5.660915,22.642373,69.099222
Eggplant,155,123,138,208.204365,6.872448,20.579517,69.725568
Mustard greens,138,106,122,190.610384,6.273875,19.085034,61.110179
Peas,137,112,125,193.041925,6.396271,16.172288,62.346704
Brussels sprouts,195,159,191,226.887112,5.947135,18.627086,68.209355
Cucumbers,158,129,155,207.352059,6.745327,25.785119,69.431004
Chinese cabbage,179,134,162,196.824957,6.11604,20.299869,64.963909
Celery,138,116,144,162.757324,6.064536,15.187285,71.422845
Kale,147,112,133,205.231953,6.804897,18.997054,62.785955
Cucumbers,158,127,148,219.500243,6.315979,25.766709,66.170497
Celery,129,102,134,177.055798,6.452235,15.819296,79.359953
Radishes,113,88,110,156.989278,6.300821,22.835733,61.229099
Zucchini,167,145,164,234.653506,6.822881,23.514965,64.405917
Eggplant,151,118,148,214.602865,6.902459,22.807682,66.093677
Mustard greens,143,104,126,191.317299,5.847793,23.496634,62.766267
Cucumbers,156,131,147,214.090889,6.118901,21.610159,63.065635
Bok choy,168,124,153,172.79693,6.778164,18.046333,69.784528
Cauliflower,177,139,172,190.183454,6.908811,19.8393,66.6059
Beans,153,130,130,205.712673,6.654663,20.270616,67.742113
Broccoli,195,136,200,216.263904,6.646523,21.957885,66.676613
Bell peppers,145,105,166,190.327185,6.341905,22.292823,68.314091
Chinese cabbage,174,147,160,207.722868,6.489989,22.47214,67.547293
Beans,151,124,137,216.759601,6.509127,19.058673,67.653391
Brussels sprouts,182,160,190,217.896174,6.266508,16.805246,63.61545
Zucchini,160,131,170,235.722614,6.757726,23.582135,66.176804
Peas,149,102,133,196.0479,6.369021,15.85123,68.582425
Mustard greens,148,99,137,191.755093,6.693188,21.743935,62.813399
Peas,148,104,120,183.647772,6.259195,16.683976,62.357614
Mustard greens,146,96,134,198.248474,5.961135,23.842393,68.397503
Bok choy,158,123,142,189.848525,6.786688,19.765777,69.435846
Cauliflower,175,141,171,206.071626,6.963554,18.4577,68.827182
Broccoli,197,139,184,212.362592,6.659354,21.237478,62.219127
Broccoli,195,126,191,207.331391,6.516905,21.735403,62.656308
Broccoli,184,135,190,209.537297,6.033987,22.985536,66.536989
Brussels sprouts,187,163,182,214.739787,6.361619,15.37289,61.491874
Eggplant,142,114,132,215.658316,6.658773,22.150034,60.613915
Lettuce,174,102,171,206.682993,5.519978,20.049829,67.829405
Carrots,120,109,114,187.125625,7.264691,17.261056,76.994293
Carrots,127,93,116,186.494548,7.093495,16.307722,70.143501
Broccoli,182,122,191,209.615451,6.45397,19.423269,65.383471
Mustard greens,140,107,130,181.467548,5.892394,20.987281,67.143956
Bok choy,157,137,142,187.264073,6.180044,23.691219,69.361384
Cauliflower,186,147,168,197.017925,6.374992,22.643144,65.643881
Tomatoes,160,150,191,234.81144,6.296436,25.829307,65.438603
Cucumbers,152,140,145,204.582848,5.558691,22.642557,60.394818
Eggplant,152,129,138,209.284361,6.268087,20.468811,64.259729
Radishes,115,82,105,164.117505,6.295597,23.011259,64.99937
Peas,138,120,131,185.518217,6.958168,18.854962,68.72138
Tomatoes,179,159,196,237.791716,6.798794,23.263199,68.513904
Bell peppers,132,117,152,185.28902,5.869654,20.69593,66.882809
Eggplant,159,126,140,203.200103,6.706793,25.351021,64.013417
Chinese cabbage,183,140,170,209.39945,6.357553,22.884815,68.249717
Cauliflower,177,134,163,200.127464,6.326128,18.767114,66.360652
Cabbage,218,162,209,183.865439,6.5269,16.79343,70.67412
Cauliflower,190,132,164,200.608135,6.999851,23.020343,69.939381
Beans,149,118,144,213.90711,6.054759,18.683954,66.091096
Cucumbers,168,126,155,207.63918,6.223172,23.546179,66.398174
Zucchini,166,150,160,227.292276,5.950823,22.368844,66.051505
Peas,140,109,138,185.60224,6.270483,15.601279,65.429511
Kale,152,115,149,204.17435,6.504682,17.78178,60.139145
Tomatoes,162,140,197,230.025994,5.855204,25.186711,68.91169
Kale,146,101,138,215.190589,6.495155,17.689413,65.287675
Beans,150,127,132,211.935613,6.159082,21.138557,61.330498
Chinese cabbage,181,140,179,207.636996,6.126738,18.020452,61.135512
Chinese cabbage,190,137,174,198.026748,6.093286,22.115711,69.58979
Zucchini,171,132,163,239.969335,6.715173,23.400506,66.494305
Cauliflower,170,144,163,204.619261,6.386883,20.330473,61.279046
Broccoli,189,131,184,212.710726,6.258589,22.382109,67.013868
Bok choy,160,133,151,171.647834,6.943507,23.444303,62.846396
Bell peppers,131,109,159,198.189649,6.669423,22.867139,69.009127
Tomatoes,163,157,181,227.683558,5.996206,23.415545,61.425268
Kale,153,108,134,207.532286,6.158706,18.762007,68.165555
Cucumbers,163,130,147,213.929309,6.512156,25.042316,60.31579
Kale,141,116,147,203.671733,5.559622,15.718678,62.022083
Zucchini,170,131,150,238.224122,6.517978,23.380248,68.650208
Beans,144,113,144,203.06141,6.430268,19.865439,60.189093
Carrots,124,99,116,185.106899,6.248346,15.875205,70.82891
Lettuce,164,102,159,212.510551,6.977355,18.557535,66.036133
Broccoli,188,129,185,202.509758,6.403207,23.62313,67.210834
Bok choy,156,123,143,174.906342,6.01775,19.649088,69.323219
Celery,137,101,141,175.42275,7.11597,17.131707,74.155331
Cauliflower,177,137,164,198.04801,6.32446,19.900794,65.915839
Mustard greens,141,110,133,182.707769,6.156393,19.17735,62.416113
Eggplant,160,130,142,207.275857,6.420941,23.360246,63.065553
Chinese cabbage,179,148,179,194.094754,6.748827,20.228025,67.902084
Carrots,135,104,118,189.044094,6.846148,15.329714,79.192236
Mustard greens,130,102,137,187.384287,6.584927,19.180357,62.955432
Zucchini,178,149,154,226.47444,6.327602,23.015141,60.53515
Carrots,137,92,104,172.156826,6.550063,16.382433,76.603923
Cauliflower,170,138,164,208.922132,6.617681,19.95561,63.819958
Cucumbers,170,129,158,210.073993,5.641679,22.641863,61.574151
Brussels sprouts,198,153,183,213.890183,6.104997,16.43603,67.718671
Cauliflower,181,132,175,201.507123,6.601846,18.227599,60.770984
Beans,160,119,145,202.071153,6.219656,22.938082,68.913252
Spinach,159,136,169,208.230134,6.873758,18.48333,67.68357
Beans,142,110,133,210.300393,6.835409,20.8048,62.889458
Carrots,124,90,113,177.459979,6.061827,17.627822,75.007151
Beans,151,125,137,213.869898,7.119494,21.239143,60.730105
Zucchini,178,147,163,220.758602,6.196075,23.799278,63.436193
Broccoli,181,140,192,210.165637,5.54733,20.192696,61.689645
Zucchini,174,146,151,222.999045,5.687656,25.332216,63.801578
Tomatoes,176,147,191,225.955506,6.718635,21.127649,63.234621
Bell peppers,145,120,151,184.260137,5.5091,20.365112,68.558882
Cauliflower,177,145,165,196.37721,5.70912,23.01023,66.093019
Bell peppers,146,103,157,180.436349,6.47267,20.452211,69.980411
Radishes,113,92,103,161.156258,5.976234,22.154108,62.018561
Radishes,123,100,110,150.771428,6.528447,19.607493,61.439926
Cabbage,204,159,213,189.8326,6.036572,16.152857,72.588986
Carrots,135,92,117,184.905428,6.414463,17.745995,75.383492
Spinach,143,130,176,201.095968,6.56303,15.653794,64.293293
Bok choy,152,137,149,188.198263,6.127123,18.182712,65.655134
Carrots,123,94,101,187.490484,6.891371,16.67753,79.972269
Mustard greens,150,109,133,196.159424,5.710644,18.135708,63.209452
Cauliflower,187,131,168,191.632487,5.668229,21.362671,62.924675
Spinach,151,138,179,204.140368,6.418694,18.647149,62.352271
Celery,126,114,130,176.986738,6.986834,15.343267,76.447993
Lettuce,173,111,162,212.224973,6.454604,20.401282,65.075892
Chinese cabbage,171,136,162,190.030515,5.877893,20.292688,66.792519
Bell peppers,130,101,167,189.861834,6.7474,21.137983,69.669505
Broccoli,197,138,186,206.806962,5.910197,23.62371,63.111838
Bok choy,169,122,151,188.712551,5.825282,23.704345,66.966552
Spinach,149,138,172,208.904358,6.523038,15.318295,63.534643
Cauliflower,189,135,168,207.053675,6.711928,19.28493,63.323742
Peas,137,117,121,199.096467,6.246382,17.95735,60.85423
Brussels sprouts,199,157,190,214.791628,6.837274,17.478786,67.788127
Tomatoes,167,153,189,234.401933,6.887133,24.01804,68.814266
Eggplant,151,126,136,205.094178,7.159326,25.406696,62.788134
Kale,155,112,142,219.124122,6.150145,18.456755,66.607144
Bok choy,153,128,140,187.075718,6.24872,19.120622,67.617959
Celery,134,100,150,172.876703,7.239208,18.786136,74.440658
Eggplant,147,128,132,217.977306,6.251093,24.878612,69.330211
Lettuce,177,104,180,201.097764,6.461238,21.126119,68.273093
Spinach,149,138,173,200.053076,6.328938,15.257314,60.767297
Broccoli,182,138,200,215.378772,6.850959,21.267733,69.641189
Spinach,156,121,180,196.382158,6.480799,19.915231,62.123237
Cabbage,205,161,218,189.244929,6.457317,17.667908,79.847397
Mustard greens,146,92,138,183.707174,5.635727,20.323388,62.882297
Brussels sprouts,196,170,188,217.654192,6.810553,19.190873,63.960413
Chinese cabbage,174,140,179,198.631252,5.789562,22.374,61.517693
Beans,149,110,138,205.605322,7.022352,22.02048,61.083134
Kale,144,108,149,204.55983,5.750828,17.046318,63.917581
Cucumbers,168,138,154,209.143832,6.876797,25.498677,67.915791
Cauliflower,186,134,179,208.893761,6.400751,22.823839,66.059246
Zucchini,167,138,158,222.985838,6.190672,22.199001,64.226338
Radishes,115,87,107,157.673059,6.361705,18.647644,64.738398
Mustard greens,138,98,133,197.179756,5.646326,20.139474,63.91471
Bok choy,166,122,151,173.390404,6.483279,18.539686,64.140126
Bok choy,167,131,152,173.248895,5.831948,21.903221,62.970934
Mustard greens,143,104,135,180.778171,5.780809,22.363908,60.406085
Celery,134,106,135,163.449608,7.456066,19.14281,79.285553
Kale,160,119,141,212.39565,6.988495,16.227161,65.940846
Mustard greens,133,97,132,188.667906,6.761729,18.907631,68.843501
Cucumbers,164,124,150,218.288795,5.750749,25.995276,68.384328
Tomatoes,179,160,183,227.439932,5.724709,20.130389,68.873355
Peas,145,108,133,187.783008,6.65361,19.11373,60.18962
Kale,151,109,133,210.065541,5.821133,19.102939,69.982451
Broccoli,191,132,190,211.057033,6.034373,21.488278,67.399409
Mustard greens,148,103,140,181.823871,6.676091,18.701405,69.482283
Eggplant,155,130,141,203.359254,7.141881,20.048521,65.857697
Brussels sprouts,180,160,186,227.147995,6.033792,17.848169,63.408148
Spinach,153,139,177,209.683917,6.541023,15.955044,63.533404
Cucumbers,167,140,158,202.538152,5.576426,23.646013,63.557227
Cucumbers,169,130,150,201.298859,6.74621,21.094868,67.139004
Bell peppers,137,102,161,189.659109,5.854386,23.716665,61.573551
Cabbage,206,150,206,195.178811,6.450868,18.082814,76.047457
Tomatoes,176,147,195,225.863188,5.71371,22.945075,68.112187
Broccoli,199,123,181,207.500414,5.734108,21.876559,67.265731
Cabbage,206,157,209,196.516847,7.471256,19.574436,75.516962
Brussels sprouts,196,169,196,215.681192,5.701078,15.8254,69.190757
Lettuce,159,106,178,207.542914,6.390909,23.425161,67.617842
Brussels sprouts,198,168,184,211.046714,6.189177,17.897581,65.696573
Spinach,152,129,168,208.00363,6.790823,15.562132,68.906765
Zucchini,164,139,162,220.060062,6.950913,25.070784,65.26675
Lettuce,164,120,157,211.686657,6.149509,23.04426,61.059244
Spinach,148,137,173,206.74151,5.711059,17.670636,67.308129
Cauliflower,178,130,171,199.398964,6.241972,21.619586,61.12351
Radishes,120,100,118,154.0702,6.671969,22.537371,66.539889
Eggplant,160,122,144,208.39683,7.049531,20.561262,67.601198
Zucchini,178,137,154,224.421247,5.548287,22.4821,69.82315
Brussels sprouts,196,155,187,212.657859,5.777565,19.908664,60.32015
Kale,141,106,149,212.171672,6.629495,15.485076,60.943857
Mustard greens,145,98,123,189.257922,5.939328,23.483941,67.580199
Tomatoes,172,158,180,227.417248,6.613083,23.189009,62.024316
Radishes,128,98,108,155.778894,6.534519,23.541941,68.369069
Beans,147,128,149,218.961546,6.596395,18.679326,62.391654
Carrots,138,95,101,186.06507,6.274673,19.084043,79.983589
Carrots,139,101,105,172.047464,6.037456,18.295936,72.962333
Broccoli,184,138,189,217.997634,6.867404,23.304679,67.285032
Bok choy,150,120,153,174.096457,6.725059,20.139722,60.402239
Carrots,133,102,113,173.131414,6.303123,15.491407,77.788765
Beans,143,110,130,204.414941,7.413778,18.458353,63.618852
Bell peppers,139,100,169,198.982614,6.664482,23.80012,67.393118
Brussels sprouts,196,165,184,215.527225,6.598983,15.690976,69.953502
Cauliflower,181,136,171,204.887446,6.418196,19.540287,65.797175
Cabbage,211,162,216,188.458839,7.382727,19.274185,78.363721
Tomatoes,176,146,198,226.818458,6.250115,20.835178,60.779295
Peas,136,102,139,198.756265,5.732462,18.874916,61.739428
Celery,134,100,147,170.971815,6.408381,17.677765,77.335782
Bell peppers,132,101,156,181.195462,5.618095,23.297794,61.611523
Cabbage,209,161,219,199.298732,6.015164,17.922456,71.638613
Carrots,127,97,103,180.322149,6.556085,19.921952,78.332447
Bok choy,152,130,160,172.957242,5.551368,20.180308,63.181248
Broccoli,184,121,188,206.493231,6.82922,21.37969,68.211678
Kale,152,101,137,208.144223,6.975644,19.134276,69.013275
Spinach,155,128,179,208.934597,6.503034,18.117792,66.388355
Chinese cabbage,178,134,165,194.784312,6.580535,19.438142,65.547798
Carrots,140,91,100,170.210273,7.2756,17.715354,70.062697
Bell peppers,135,109,165,199.410557,5.695127,21.958102,61.077439
Spinach,155,135,171,193.074064,5.728794,16.729886,61.366357
Kale,152,117,130,202.015462,5.678635,18.002825,65.337147
Cabbage,209,170,206,181.089592,6.134575,18.120532,78.895602
